month,growmonth,parent.pop,elevation.group,elev_m,PckSum,year,cwd,pck,ppt,tmn,tmx,AvgFirstMonth,AvgLastMonth
11,3,CC,Low,313,0,1993,32.189998626708984,0,77.5199966430664,4.440000057220459,18.399999618530273,2,10
12,4,CC,Low,313,0,1993,20.239999771118164,0,143.41000366210938,2.3299999237060547,12.850000381469728,2,10
1,5,CC,Low,313,0,1993,17.219999313354492,0,411.2900085449219,2.7699999809265137,11.670000076293944,2,10
2,6,CC,Low,313,0,1993,28.270000457763672,0,261.1499938964844,4.369999885559082,13.390000343322754,2,10
3,7,CC,Low,313,0,1993,44.310001373291016,0,123.81999969482422,8.369999885559082,18.790000915527344,2,10
4,8,CC,Low,313,0,1993,48.38999938964844,0,79.25,7.300000190734863,19.549999237060547,2,10
5,9,CC,Low,313,0,1993,10.859999656677246,0,60.88999938964844,10.760000228881836,24.5,2,10
6,10,CC,Low,313,0,1993,28.950000762939453,0,41.41999816894531,13.989999771118164,28.649999618530273,2,10
11,3,IH,Low,454.1298385,2.3243332862854005,1993,31.770000457763672,0,93.76000213623048,3.490000009536743,17.719999313354492,2,12
12,4,IH,Low,454.1298385,2.3243332862854005,1993,20.200000762939453,0,134.2899932861328,1.5499999523162842,12.970000267028809,2,12
1,5,IH,Low,454.1298385,2.3243332862854005,1993,15.649999618530272,5.340000152587891,363.8599853515625,1.7200000286102295,11.210000038146973,2,12
2,6,IH,Low,454.1298385,2.3243332862854005,1993,21.25,0,241.22000122070312,3.140000104904175,12.579999923706056,2,12
3,7,IH,Low,454.1298385,2.3243332862854005,1993,29.229999542236328,0,142.82000732421875,7.050000190734863,17.770000457763672,2,12
4,8,IH,Low,454.1298385,2.3243332862854005,1993,56.97999954223633,0,56.9900016784668,6.059999942779541,18.59000015258789,2,12
5,9,IH,Low,454.1298385,2.3243332862854005,1993,31.190000534057617,0,58.540000915527344,9.289999961853027,23.1299991607666,2,12
6,10,IH,Low,454.1298385,2.3243332862854005,1993,0,0,58.83000183105469,12.699999809265137,27.229999542236328,2,12
7,11,IH,Low,454.1298385,2.3243332862854005,1993,68.30000305175781,0,0.01999999955296516,14.970000267028809,31.059999465942383,2,12
8,12,IH,Low,454.1298385,2.3243332862854005,1993,80.2699966430664,0,1.809999942779541,14.619999885559082,31.709999084472656,2,12
12,4,SC,Low,421.5178299,0.25233333905537925,1993,24.3700008392334,0,82.779998779296875,2.140000104904175,12.239999771118164,3,10
1,5,SC,Low,421.5178299,0.25233333905537925,1993,19.739999771118164,0,267.54998779296875,2.2699999809265137,12.09000015258789,3,10
2,6,SC,Low,421.5178299,0.25233333905537925,1993,26.36000061035156,0,187.8999938964844,3.640000104904175,13.449999809265137,3,10
3,7,SC,Low,421.5178299,0.25233333905537925,1993,31.270000457763672,0,121.51000213623048,6.989999771118164,18.040000915527344,3,10
4,8,SC,Low,421.5178299,0.25233333905537925,1993,62.04999923706055,0,43.77000045776367,5.980000019073486,19.170000076293945,3,10
5,9,SC,Low,421.5178299,0.25233333905537925,1993,16.190000534057617,0,52.83000183105469,8.770000457763672,24.260000228881836,3,10
6,10,SC,Low,421.5178299,0.25233333905537925,1993,40.58000183105469,0,26.59000015258789,12.220000267028809,28.219999313354492,3,10
11,3,TM2,Low,379.1526973,0,1993,32.43000030517578,0,79.470001220703125,4.199999809265137,17.969999313354492,2,10
12,4,TM2,Low,379.1526973,0,1993,18.75,0,162.25,2.0399999618530273,12.539999961853027,2,10
1,5,TM2,Low,379.1526973,0,1993,13.289999961853027,0,450.4800109863281,2.2699999809265137,11.15999984741211,2,10
2,6,TM2,Low,379.1526973,0,1993,0,0,279.4700012207031,3.809999942779541,12.8100004196167,2,10
3,7,TM2,Low,379.1526973,0,1993,0,0,138.3000030517578,7.760000228881836,18.229999542236328,2,10
4,8,TM2,Low,379.1526973,0,1993,0,0,89.11000061035156,6.829999923706055,18.989999771118164,2,10
5,9,TM2,Low,379.1526973,0,1993,0,0,67.26000213623047,10.300000190734863,23.989999771118164,2,10
6,10,TM2,Low,379.1526973,0,1993,0,0,46.20000076293945,13.470000267028809,28.06999969482422,2,10
12,4,BH,Low,511.4294422,0,1994,29.010000228881836,0,59.33000183105469,1.5199999809265137,11.75,3,10
1,5,BH,Low,511.4294422,0,1994,31.299999237060547,0,44.36000061035156,2.2899999618530273,14.9399995803833,3,10
2,6,BH,Low,511.4294422,0,1994,41.439998626708984,0,98.7300033569336,2.369999885559082,13.449999809265137,3,10
3,7,BH,Low,511.4294422,0,1994,61.369998931884766,0,14.039999961853027,5.360000133514404,19.309999465942383,3,10
4,8,BH,Low,511.4294422,0,1994,58.58000183105469,0,62.970001220703125,6.610000133514404,21.540000915527344,3,10
5,9,BH,Low,511.4294422,0,1994,19.100000381469727,0,41.279998779296875,9.600000381469728,24.479999542236328,3,10
6,10,BH,Low,511.4294422,0,1994,114.79000091552734,0,0.550000011920929,12.15999984741211,32.119998931884766,3,10
11,3,CC,Low,313,0,1994,27.809999465942383,0,173.67999267578125,2.619999885559082,13.289999961853027,2,10
12,4,CC,Low,313,0,1994,18.06999969482422,0,221.5399932861328,1.840000033378601,10.449999809265137,2,10
1,5,CC,Low,313,0,1994,20.61000061035156,0,83.20999908447266,3.2899999618530273,14.890000343322754,2,10
2,6,CC,Low,313,0,1994,30.940000534057617,0,179.8300018310547,2.9600000381469727,13.720000267028809,2,10
3,7,CC,Low,313,0,1994,51.849998474121094,0,23.540000915527344,6.21999979019165,20.020000457763672,2,10
4,8,CC,Low,313,0,1994,68.41999816894531,0,63.70000076293945,7.769999980926514,21.959999084472656,2,10
5,9,CC,Low,313,0,1994,65.970001220703125,0,45.2599983215332,10.65999984741211,24.719999313354492,2,10
6,10,CC,Low,313,0,1994,88.08000183105469,0,1.1299999952316284,13.010000228881836,30.670000076293945,2,10
11,3,IH,Low,454.1298385,2.3243332862854005,1994,26.459999084472656,0,230.3999938964844,1.600000023841858,12.100000381469728,2,12
12,4,IH,Low,454.1298385,2.3243332862854005,1994,17.020000457763672,0,221.08999633789065,1.2000000476837158,10.609999656677246,2,12
1,5,IH,Low,454.1298385,2.3243332862854005,1994,19.979999542236328,0,71.2699966430664,2.3399999141693115,14.300000190734863,2,12
2,6,IH,Low,454.1298385,2.3243332862854005,1994,27.290000915527344,0,165.16000366210938,1.9800000190734863,13.010000228881836,2,12
3,7,IH,Low,454.1298385,2.3243332862854005,1994,42.65999984741211,0,28.270000457763672,4.650000095367432,19.049999237060547,2,12
4,8,IH,Low,454.1298385,2.3243332862854005,1994,58.34000015258789,0,68.41999816894531,6.460000038146973,20.309999465942383,2,12
5,9,IH,Low,454.1298385,2.3243332862854005,1994,50.970001220703125,0,36.189998626708984,9.350000381469728,22.790000915527344,2,12
6,10,IH,Low,454.1298385,2.3243332862854005,1994,55.709999084472656,0,2.609999895095825,11.65999984741211,29.479999542236328,2,12
7,11,IH,Low,454.1298385,2.3243332862854005,1994,70.61000061035156,0,0,16.100000381469727,34.20000076293945,2,12
8,12,IH,Low,454.1298385,2.3243332862854005,1994,83.279998779296875,0,0,14.850000381469728,33.97999954223633,2,12
12,4,SC,Low,421.5178299,0.25233333905537925,1994,21.440000534057617,0,123.75,2.2699999809265137,10.869999885559082,3,10
1,5,SC,Low,421.5178299,0.25233333905537925,1994,24.690000534057617,0,62.08000183105469,2.690000057220459,14.210000038146973,3,10
2,6,SC,Low,421.5178299,0.25233333905537925,1994,32.400001525878906,0,131.94000244140625,2.6600000858306885,13.520000457763672,3,10
3,7,SC,Low,421.5178299,0.25233333905537925,1994,49.18000030517578,0,9.640000343322754,5.239999771118164,18.809999465942383,3,10
4,8,SC,Low,421.5178299,0.25233333905537925,1994,65.12999725341797,0,72.31999969482422,6.400000095367432,20.56999969482422,3,10
5,9,SC,Low,421.5178299,0.25233333905537925,1994,49.439998626708984,0,40.209999084472656,9.18000030517578,23.440000534057617,3,10
6,10,SC,Low,421.5178299,0.25233333905537925,1994,89.33000183105469,0,0.20999999344348907,11.300000190734863,30.36000061035156,3,10
11,3,TM2,Low,379.1526973,0,1994,27.8700008392334,0,185.3500061035156,2.2699999809265137,12.699999809265137,2,10
12,4,TM2,Low,379.1526973,0,1994,15.920000076293944,0,238.33999633789065,1.6100000143051147,10.15999984741211,2,10
1,5,TM2,Low,379.1526973,0,1994,21.31999969482422,0,91.36000061035156,3.0199999809265137,14.609999656677246,2,10
2,6,TM2,Low,379.1526973,0,1994,19.780000686645508,0,204.25,2.5,13.119999885559082,2,10
3,7,TM2,Low,379.1526973,0,1994,32.41999816894531,0,25.489999771118164,5.900000095367432,19.5,2,10
4,8,TM2,Low,379.1526973,0,1994,50.47999954223633,0,72.05999755859375,7.380000114440918,21.469999313354492,2,10
5,9,TM2,Low,379.1526973,0,1994,87.12999725341797,0,51.2400016784668,10.3100004196167,24.260000228881836,2,10
6,10,TM2,Low,379.1526973,0,1994,109.29000091552734,0,1.7799999713897705,12.789999961853027,30.1200008392334,2,10
12,4,BH,Low,511.4294422,0,1995,34,0,128.10000610351562,3.930000066757202,14.640000343322754,3,10
1,5,BH,Low,511.4294422,0,1995,27.8700008392334,0,277.8699951171875,5.110000133514404,12.960000038146973,3,10
2,6,BH,Low,511.4294422,0,1995,43.869998931884766,0,31.440000534057617,5.489999771118164,16.40999984741211,3,10
3,7,BH,Low,511.4294422,0,1995,41.08000183105469,0,251.7899932861328,5.429999828338623,15.25,3,10
4,8,BH,Low,511.4294422,0,1995,38.900001525878906,0,59.45000076293945,5.860000133514404,18.579999923706055,3,10
5,9,BH,Low,511.4294422,0,1995,12.300000190734863,0,63.630001068115234,8.8100004196167,22.040000915527344,3,10
6,10,BH,Low,511.4294422,0,1995,34.41999816894531,0,23.459999084472656,11.130000114440918,28.290000915527344,3,10
11,3,CC,Low,313,0,1995,34.970001220703125,0,5.949999809265137,7.510000228881836,21.670000076293945,2,10
12,4,CC,Low,313,0,1995,21.200000762939453,0,285.1700134277344,5.550000190734863,14.1899995803833,2,10
1,5,CC,Low,313,0,1995,18.030000686645508,0,536.75,5.71999979019165,12.130000114440918,2,10
2,6,CC,Low,313,0,1995,33.5099983215332,0,29.979999542236328,5.679999828338623,17,2,10
3,7,CC,Low,313,0,1995,34.4900016784668,0,456.2900085449219,5.599999904632568,15.119999885559082,2,10
4,8,CC,Low,313,0,1995,35.93000030517578,0,124.88999938964844,6.309999942779541,19.15999984741211,2,10
5,9,CC,Low,313,0,1995,10.529999732971191,0,86.95999908447266,9.40999984741211,22.549999237060547,2,10
6,10,CC,Low,313,0,1995,28.329999923706055,0,62.369998931884766,12.770000457763672,27.829999923706055,2,10
11,3,IH,Low,454.1298385,2.3243332862854005,1995,35.97999954223633,0,7.590000152587891,6.820000171661377,20.3799991607666,2,12
12,4,IH,Low,454.1298385,2.3243332862854005,1995,22.510000228881836,0,273.0400085449219,4.309999942779541,13.270000457763672,2,12
1,5,IH,Low,454.1298385,2.3243332862854005,1995,16.43000030517578,0,491.9500122070313,4.920000076293945,11.300000190734863,2,12
2,6,IH,Low,454.1298385,2.3243332862854005,1995,29.86000061035156,0,25.200000762939453,4.599999904632568,17.440000534057617,2,12
3,7,IH,Low,454.1298385,2.3243332862854005,1995,20.329999923706055,0,470.1600036621094,4.369999885559082,13.859999656677246,2,12
4,8,IH,Low,454.1298385,2.3243332862854005,1995,21.579999923706055,0,123.72000122070312,5.300000190734863,18.13999938964844,2,12
5,9,IH,Low,454.1298385,2.3243332862854005,1995,0,0,106.77999877929688,8.949999809265137,20.75,2,12
6,10,IH,Low,454.1298385,2.3243332862854005,1995,0,0,50,11.470000267028809,26.1200008392334,2,12
7,11,IH,Low,454.1298385,2.3243332862854005,1995,67.83000183105469,0,0,14.5600004196167,31.40999984741211,2,12
8,12,IH,Low,454.1298385,2.3243332862854005,1995,79.029998779296875,0,0.00999999977648258,15.279999732971191,33.189998626708984,2,12
12,4,SC,Low,421.5178299,0.25233333905537925,1995,27.31999969482422,0,174.49000549316406,5.03000020980835,13.9399995803833,3,10
1,5,SC,Low,421.5178299,0.25233333905537925,1995,20.8799991607666,0,335.75,5.820000171661377,12.800000190734863,3,10
2,6,SC,Low,421.5178299,0.25233333905537925,1995,34.33000183105469,0,22.969999313354492,5.690000057220459,16.43000030517578,3,10
3,7,SC,Low,421.5178299,0.25233333905537925,1995,29.61000061035156,0,296.9599914550781,5.389999866485596,15.109999656677246,3,10
4,8,SC,Low,421.5178299,0.25233333905537925,1995,35.70000076293945,0,107.73999786376952,5.789999961853027,18.149999618530273,3,10
5,9,SC,Low,421.5178299,0.25233333905537925,1995,9.34000015258789,0,90.0199966430664,9,21.18000030517578,3,10
6,10,SC,Low,421.5178299,0.25233333905537925,1995,22.559999465942383,0,41.95000076293945,11.050000190734863,27.079999923706055,3,10
11,3,TM2,Low,379.1526973,0,1995,34.540000915527344,0,6.550000190734863,7.25,21.219999313354492,2,10
12,4,TM2,Low,379.1526973,0,1995,17.90999984741211,0,319.5899963378906,5.059999942779541,13.699999809265137,2,10
1,5,TM2,Low,379.1526973,0,1995,9.369999885559082,0,614.03997802734375,5.179999828338623,11.5,2,10
2,6,TM2,Low,379.1526973,0,1995,6.269999980926514,0,39.130001068115234,5.480000019073486,16.799999237060547,2,10
3,7,TM2,Low,379.1526973,0,1995,0,0,508,5.070000171661377,14.489999771118164,2,10
4,8,TM2,Low,379.1526973,0,1995,0,0,159.3800048828125,5.900000095367432,18.600000381469727,2,10
5,9,TM2,Low,379.1526973,0,1995,0,0,103.12000274658205,8.989999771118164,22.1200008392334,2,10
6,10,TM2,Low,379.1526973,0,1995,0,0,71.05999755859375,12.4399995803833,27.299999237060547,2,10
12,4,BH,Low,511.4294422,0,1996,27.65999984741211,0,334.7099914550781,4.21999979019165,13.630000114440918,3,10
1,5,BH,Low,511.4294422,0,1996,31.329999923706055,0,78.91999816894531,3.4200000762939453,13.93000030517578,3,10
2,6,BH,Low,511.4294422,0,1996,41.4900016784668,0,151.3300018310547,5.679999828338623,15.359999656677246,3,10
3,7,BH,Low,511.4294422,0,1996,52.959999084472656,0,84.410003662109375,4.960000038146973,17.579999923706055,3,10
4,8,BH,Low,511.4294422,0,1996,44.689998626708984,0,59.18000030517578,6.71999979019165,21.38999938964844,3,10
5,9,BH,Low,511.4294422,0,1996,12.890000343322754,0,28.600000381469727,9.779999732971191,25.959999084472656,3,10
6,10,BH,Low,511.4294422,0,1996,40.02000045776367,0,8.859999656677246,13.239999771118164,31.350000381469727,3,10
11,3,CC,Low,313,0,1996,32.130001068115234,0,111.41999816894533,6.710000038146973,17.719999313354492,2,10
12,4,CC,Low,313,0,1996,19.18000030517578,0,426.94000244140625,5,13.130000114440918,2,10
1,5,CC,Low,313,0,1996,17.899999618530273,0,220.22999572753903,3.9700000286102295,13.239999771118164,2,10
2,6,CC,Low,313,0,1996,29.979999542236328,0,253.2599945068359,6.539999961853027,15.850000381469728,2,10
3,7,CC,Low,313,0,1996,51.08000183105469,0,89.36000061035156,6.139999866485596,18.81999969482422,2,10
4,8,CC,Low,313,0,1996,37.779998779296875,0,126.77999877929688,7.449999809265137,21.100000381469727,2,10
5,9,CC,Low,313,0,1996,10.880000114440918,0,134.08999633789062,10.56999969482422,24.790000915527344,2,10
6,10,CC,Low,313,0,1996,88.779998779296875,0,5.090000152587891,14.420000076293944,30.309999465942383,2,10
11,3,IH,Low,454.1298385,2.3243332862854005,1996,30.13999938964844,0,169.32000732421875,5.789999961853027,16.09000015258789,2,12
12,4,IH,Low,454.1298385,2.3243332862854005,1996,18.239999771118164,0,535.6199951171875,4.460000038146973,12.06999969482422,2,12
1,5,IH,Low,454.1298385,2.3243332862854005,1996,16.43000030517578,0,238.1499938964844,3.140000104904175,12.84000015258789,2,12
2,6,IH,Low,454.1298385,2.3243332862854005,1996,22.75,0,267.2699890136719,5.630000114440918,15.199999809265137,2,12
3,7,IH,Low,454.1298385,2.3243332862854005,1996,37.54999923706055,0,113.6500015258789,5.139999866485596,17.420000076293945,2,12
4,8,IH,Low,454.1298385,2.3243332862854005,1996,22.280000686645508,0,143.50999450683594,6.489999771118164,19.690000534057617,2,12
5,9,IH,Low,454.1298385,2.3243332862854005,1996,0,0,128.55999755859375,9.40999984741211,22.729999542236328,2,12
6,10,IH,Low,454.1298385,2.3243332862854005,1996,55.9900016784668,0,2.8499999046325684,13.1899995803833,28.940000534057617,2,12
7,11,IH,Low,454.1298385,2.3243332862854005,1996,0,0,0.6899999976158142,17.200000762939453,34.380001068115234,2,12
8,12,IH,Low,454.1298385,2.3243332862854005,1996,92.6500015258789,0,0.18000000715255737,16.200000762939453,34.060001373291016,2,12
12,4,SC,Low,421.5178299,0.25233333905537925,1996,22.649999618530273,0,329.0299987792969,5.329999923706055,12.93000030517578,3,10
1,5,SC,Low,421.5178299,0.25233333905537925,1996,21.260000228881836,0,174.60000610351562,3.690000057220459,12.949999809265137,3,10
2,6,SC,Low,421.5178299,0.25233333905537925,1996,28.030000686645508,0,183.69000244140625,6.409999847412109,15.600000381469728,3,10
3,7,SC,Low,421.5178299,0.25233333905537925,1996,39.81999969482422,0,94.93000030517578,5.590000152587891,17.670000076293945,3,10
4,8,SC,Low,421.5178299,0.25233333905537925,1996,39.540000915527344,0,80.93000030517578,7.21999979019165,20.489999771118164,3,10
5,9,SC,Low,421.5178299,0.25233333905537925,1996,9.720000267028809,0,116.91000366210938,9.779999732971191,24.420000076293945,3,10
6,10,SC,Low,421.5178299,0.25233333905537925,1996,16.18000030517578,0,14.420000076293944,12.8100004196167,30.200000762939453,3,10
11,3,TM2,Low,379.1526973,0,1996,31.649999618530273,0,129.80999755859375,6.420000076293945,17.360000610351562,2,10
12,4,TM2,Low,379.1526973,0,1996,10.609999656677246,0,503.0400085449219,4.659999847412109,12.640000343322754,2,10
1,5,TM2,Low,379.1526973,0,1996,18.010000228881836,0,243.8000030517578,3.630000114440918,12.859999656677246,2,10
2,6,TM2,Low,379.1526973,0,1996,0,0,288.8399963378906,6.019999980926514,15.300000190734863,2,10
3,7,TM2,Low,379.1526973,0,1996,11.5600004196167,0,101.1500015258789,5.639999866485596,18.229999542236328,2,10
4,8,TM2,Low,379.1526973,0,1996,0,0,137.35000610351562,7.090000152587891,20.600000381469727,2,10
5,9,TM2,Low,379.1526973,0,1996,0,0,151.11000061035156,10.199999809265137,24.36000061035156,2,10
6,10,TM2,Low,379.1526973,0,1996,0,0,6.46999979019165,14.15999984741211,29.899999618530273,2,10
12,4,BH,Low,511.4294422,0,1997,29.3700008392334,0,57.91999816894531,1.6299999952316284,12.229999542236328,3,10
1,5,BH,Low,511.4294422,0,1997,26.149999618530273,0,323.2699890136719,3.859999895095825,12.699999809265137,3,10
2,6,BH,Low,511.4294422,0,1997,42.130001068115234,0,4.309999942779541,3.4800000190734863,15.199999809265137,3,10
3,7,BH,Low,511.4294422,0,1997,61.810001373291016,0,4.239999771118164,5.760000228881836,20.969999313354492,3,10
4,8,BH,Low,511.4294422,0,1997,73.5999984741211,0,7.639999866485596,6.630000114440918,22.100000381469727,3,10
5,9,BH,Low,511.4294422,0,1997,78.56999969482422,0,0.41999998688697815,11.859999656677246,29.63999938964844,3,10
6,10,BH,Low,511.4294422,0,1997,100.01000213623048,0,2.369999885559082,12.920000076293944,30.18000030517578,3,10
11,3,CC,Low,313,0,1997,30.59000015258789,0,227.1000061035156,8.289999961853027,17.290000915527344,2,10
12,4,CC,Low,313,0,1997,20.549999237060547,0,90.12000274658205,3.740000009536743,13.09000015258789,2,10
1,5,CC,Low,313,0,1997,17.8799991607666,0,374.2999877929687,4.409999847412109,12.779999732971191,2,10
2,6,CC,Low,313,0,1997,32.72999954223633,0,11.75,4.03000020980835,16.81999969482422,2,10
3,7,CC,Low,313,0,1997,52.47999954223633,0,54.0099983215332,6.480000019073486,20.799999237060547,2,10
4,8,CC,Low,313,0,1997,68.720001220703125,0,39.290000915527344,8.140000343322754,22.010000228881836,2,10
5,9,CC,Low,313,0,1997,73.51000213623047,0,14.100000381469728,13.039999961853027,28.81999969482422,2,10
6,10,CC,Low,313,0,1997,29.93000030517578,0,23.020000457763672,13.960000038146973,30.290000915527344,2,10
11,3,IH,Low,454.1298385,2.3243332862854005,1997,27.079999923706055,0,183.44000244140625,6.539999961853027,16.299999237060547,2,12
12,4,IH,Low,454.1298385,2.3243332862854005,1997,19.690000534057617,0,109.58000183105467,1.600000023841858,12.369999885559082,2,12
1,5,IH,Low,454.1298385,2.3243332862854005,1997,16.229999542236328,0,456,3.569999933242798,11.739999771118164,2,12
2,6,IH,Low,454.1298385,2.3243332862854005,1997,28.59000015258789,0,24.61000061035156,2.8299999237060547,15.739999771118164,2,12
3,7,IH,Low,454.1298385,2.3243332862854005,1997,43.29999923706055,0,31.040000915527344,5.170000076293945,19.790000915527344,2,12
4,8,IH,Low,454.1298385,2.3243332862854005,1997,58.650001525878906,0,43.75,6.670000076293945,20.600000381469727,2,12
5,9,IH,Low,454.1298385,2.3243332862854005,1997,54.15999984741211,0,13.579999923706056,11.529999732971191,27.11000061035156,2,12
6,10,IH,Low,454.1298385,2.3243332862854005,1997,0,0,28.549999237060547,12.859999656677246,28.09000015258789,2,12
7,11,IH,Low,454.1298385,2.3243332862854005,1997,9.100000381469728,0,0.27000001072883606,15.399999618530272,32.400001525878906,2,12
8,12,IH,Low,454.1298385,2.3243332862854005,1997,166.8000030517578,0,13.369999885559082,14.729999542236328,31.510000228881836,2,12
12,4,SC,Low,421.5178299,0.25233333905537925,1997,23.309999465942383,0,70.88999938964844,2.2100000381469727,12.390000343322754,3,10
1,5,SC,Low,421.5178299,0.25233333905537925,1997,20.229999542236328,0,292.0899963378906,4.329999923706055,11.899999618530272,3,10
2,6,SC,Low,421.5178299,0.25233333905537925,1997,33.08000183105469,0,19.920000076293945,3.869999885559082,15.380000114440918,3,10
3,7,SC,Low,421.5178299,0.25233333905537925,1997,50.400001525878906,0,7.320000171661377,5.840000152587891,20.350000381469727,3,10
